"hh_key","monthnumb","pricepromo","retailpromo","catalogpromo","item","gender","married","income","id"
1588035,6,0,0,1,1,"F",1,112500,902
1588596,6,0,0,5,1,"M",1,137500,903
1588827,6,1,0,1,1,"M",1,137500,904
1588865,6,0,0,2,1,"M",1,112500,905
1589682,6,0,1,8,0,"F",1,250000,906
1589774,6,0,0,2,0,"M",1,62500,907
1590492,6,0,1,6,0,"M",1,250000,908
1590674,6,0,1,7,0,"F",1,20000,909
1590711,6,0,1,7,1,"F",1,187500,910
1590921,6,0,1,7,2,"F",1,250000,911
1590969,6,0,1,5,0,"F",0,42500,912
1591056,6,0,0,2.09876537322998,0,"F",1,225000,913
1591165,6,0,0,1,1,"F",1,250000,914
1591251,6,0,1,6,1,"F",0,87500,915
1591366,6,0,1,6,0,"M",1,250000,916
1591670,6,0,0,4,0,"M",1,137500,917
1591722,6,0,0,2,0,"F",0,62500,918
1591917,6,1,1,4,1,"F",1,187500,919
1591990,6,0,0,2.26373624801636,0,"M",0,42500,920
1592216,6,0,1,7,0,"F",1,62500,921
1592278,6,1,0,4,1,"F",1,187500,922
1592293,6,0,1,5,5,"F",1,112500,923
1592707,6,0,1,7,1,"F",1,250000,924
1592744,6,0,1,5,1,"F",0,112500,925
1592908,6,0,1,5,0,"F",1,87500,926
1593038,6,1,1,6,2,"F",1,112500,927
1593301,6,3,0,4,4,"M",1,62500,928
1593487,6,0,1,7,1,"M",1,87500,929
1593651,6,0,0,2,0,"F",1,42500,930
1593813,6,0,1,6,0,"F",0,20000,931
1594152,6,0,1,5,0,"F",1,87500,932
1594307,6,0,0,4,2,"F",0,87500,933
1594407,6,1,1,5,1,"F",1,187500,934
1594775,6,0,1,7,1,"F",1,42500,935
1596452,6,0,0,2,1,"F",1,112500,936
1596829,6,0,0,4,0,"M",1,112500,937
1597491,6,0,0,2,0,"F",1,42500,938
1598463,6,0,1,6,1,"F",1,62500,939
1598633,6,0,1,6,0,"F",1,112500,940
1598919,6,0,0,1,0,"F",0,62500,941
1599722,6,1,1,5,1,"M",1,42500,942
1599748,6,0,1,6,0,"F",0,7500,943
1601262,6,0,1,4,2,"F",1,62500,944
1601710,6,0,0,2,0,"F",1,87500,945
1601726,6,1,1,7,1,"F",1,87500,946
1602013,6,0,0,1,0,"F",0,42500,947
1602093,6,0,0,1,0,"M",1,42500,948
1602541,6,0,0,2,0,"M",1,112500,949
1603217,6,0,1,7,0,"F",1,62500,950
1603225,6,0,1,6,0,"F",0,225000,951
1603429,6,0,1,6,0,"F",1,62500,952
1604015,6,0,0,3,0,"F",1,62500,953
1604126,6,0,0,4,0,"F",1,112500,954
1604128,6,0,0,4,0,"F",0,187500,955
1604268,6,0,0,2.06578946113586,0,"F",1,62500,956
1604528,6,0,1,4,0,"F",1,112500,957
1605044,6,0,1,7,1,"F",1,225000,958
1605048,6,0,0,1,0,"F",1,187500,959
1605961,6,1,0,5,2,"F",0,112500,960
1608086,6,0,1,4,0,"F",0,112500,961
1608536,6,0,1,5,0,"M",1,87500,962
1608611,6,0,1,4,0,"F",1,62500,963
1608612,6,0,1,8,1,"F",0,20000,964
1608644,6,0,0,5,0,"F",0,250000,965
1609138,6,0,0,1,0,"F",1,112500,966
1609335,6,1,0,4,2,"F",1,87500,967
1609688,6,0,1,4,0,"F",0,42500,968
1609694,6,0,0,4,0,"M",1,42500,969
1609742,6,0,1,7,1,"F",1,20000,970
1610234,6,0,1,6,1,"F",1,42500,971
1610404,6,1,0,6,1,"M",0,62500,972
1611512,6,0,0,1,0,"F",1,30000,973
1611563,6,0,0,4,0,"F",1,250000,974
1612208,6,1,1,6,2,"M",1,187500,975
1612444,6,0,0,5,0,"F",1,250000,976
1612702,6,0,0,3,2,"F",1,137500,977
1612863,6,0,1,3,0,"F",0,42500,978
1612987,6,1,1,7,3,"F",0,187500,979
1613295,6,1,1,8,2,"F",1,7500,980
1613630,6,0,0,2,0,"F",1,137500,981
1613669,6,0,0,4.62376260757446,0,"F",1,225000,982
1613754,6,0,0,4.20952367782593,0,"F",1,250000,983
1613787,6,0,1,6,1,"M",1,187500,984
1614408,6,0,1,5,0,"F",1,225000,985
1614896,6,1,1,4,1,"F",0,112500,986
1614950,6,1,1,5,3,"F",1,62500,987
1614982,6,0,1,6,0,"M",0,62500,988
1615046,6,0,0,2,0,"F",0,42500,989
1615126,6,0,0,2.67307686805725,0,"M",1,112500,990
1616126,6,0,0,2.47368431091309,0,"F",1,112500,991
1616413,6,0,0,2,0,"F",1,42500,992
1617245,6,1,1,5,5,"F",0,30000,993
1617490,6,1,0,3,2,"F",1,187500,994
1617675,6,2,1,7,3,"F",0,87500,995
1617709,6,0,0,1,0,"F",1,62500,996
1618855,6,0,0,2,0,"F",0,62500,997
1619223,6,0,0,4,0,"F",1,20000,998
1620927,6,0,0,5,1,"M",0,112500,999
1620942,6,0,1,6,0,"F",1,20000,1000
117514,7,1,0,6,4,"F",0,42500,1
287398,7,0,0,2,0,"F",0,42500,2
469734,7,0,0,7,1,"F",1,250000,3
1054974,7,0,0,6,1,"F",1,137500,4
1060246,7,0,0,7,2,"F",1,62500,5
1061355,7,0,0,5,1,"F",1,87500,6
1061649,7,0,0,4,1,"M",1,225000,7
1062171,7,0,0,7,0,"F",1,250000,8
1063617,7,0,1,6,0,"F",1,250000,9
1068288,7,0,0,8,2,"F",0,30000,10
1071414,7,0,0,5,0,"F",1,62500,11
1077480,7,0,0,2.8297872543335,0,"F",0,62500,12
1081075,7,0,0,6,0,"F",1,250000,13
1081928,7,0,0,5,1,"F",1,62500,14
1082351,7,0,0,3,1,"F",0,30000,15
1087152,7,0,0,6,1,"F",1,187500,16
1089142,7,0,0,5,1,"F",1,87500,17
1091840,7,0,0,6,0,"F",1,30000,18
1094021,7,0,0,2,0,"F",1,87500,19
1094281,7,0,0,1,0,"F",1,62500,20
1100417,7,0,0,4,1,"F",1,62500,21
1100757,7,0,0,2,0,"F",0,112500,22
1102828,7,0,0,6,1,"F",0,62500,23
1103923,7,0,0,3,0,"F",1,225000,24
1107037,7,0,0,6,0,"F",1,112500,25
1108749,7,0,0,6,1,"F",0,87500,26
1108764,7,0,0,3,0,"F",0,62500,27
1111628,7,0,0,6,0,"F",1,137500,28
1111718,7,0,0,6,0,"F",1,112500,29
1114150,7,0,0,3,0,"F",0,30000,30
1117270,7,0,0,2,0,"M",1,20000,31
1120531,7,0,0,4,0,"F",1,62500,32
1122158,7,0,0,5,0,"F",0,62500,33
1128451,7,0,0,8,0,"F",1,42500,34
1136393,7,0,0,4,0,"F",0,112500,35
1136784,7,0,0,6,0,"M",0,225000,36
1139371,7,0,0,2,0,"F",0,42500,37
1139886,7,0,0,5,0,"F",1,112500,38
1144195,7,0,0,6,0,"M",1,250000,39
1144979,7,0,0,8,0,"F",1,112500,40
1145339,7,0,0,7,1,"F",1,62500,41
1145483,7,0,0,2,0,"F",0,7500,42
1146117,7,0,0,2,0,"M",0,87500,43
1147315,7,0,0,6,1,"F",1,187500,44
1148446,7,0,0,7,0,"F",0,20000,45
1149897,7,0,0,3,0,"M",0,30000,46
1149964,7,0,0,5,0,"F",1,42500,47
1150751,7,1,0,5,1,"M",0,7500,48
1150797,7,0,0,6,0,"F",1,162500,49
1151559,7,0,0,7,0,"F",1,112500,50
1151769,7,0,1,6,1,"F",0,112500,51
1152166,7,0,0,5,2,"M",1,137500,52
1152366,7,0,0,1,0,"F",1,87500,53
1153528,7,0,0,6,0,"M",1,62500,54
1153766,7,0,0,6,0,"F",1,162500,55
1155123,7,0,0,1,0,"F",1,112500,56
1156205,7,0,0,7,2,"F",0,112500,57
1156827,7,0,0,6,0,"F",0,7500,58
1157198,7,0,0,5,0,"F",1,20000,59
1165832,7,0,0,6,0,"F",0,62500,60
1166157,7,1,0,11,2,"F",0,137500,61
1167911,7,1,0,7,2,"F",1,87500,62
1168134,7,0,0,6,0,"F",0,162500,63
1168271,7,0,0,6,1,"F",1,112500,64
1171923,7,0,0,3,0,"F",0,62500,65
1172112,7,0,0,5,0,"F",0,20000,66
1174038,7,0,0,1,1,"M",1,112500,67
1174562,7,0,0,6,1,"F",1,62500,68
1174985,7,0,0,8,0,"F",1,62500,69
1176048,7,0,0,5,0,"F",1,62500,70
1179432,7,0,0,5,0,"F",1,87500,71
1179878,7,0,0,1,0,"M",1,62500,72
1180407,7,0,0,6,0,"F",0,62500,73
1180590,7,0,0,7,1,"F",0,112500,74
1180640,7,0,0,4,0,"F",1,62500,75
1181283,7,0,0,4,1,"F",1,62500,76
1181372,7,0,0,3,1,"M",1,62500,77
1181576,7,0,0,3,0,"F",1,87500,78
1182877,7,0,0,3,2,"M",1,62500,79
1184139,7,0,0,7,1,"F",1,20000,80
1184169,7,0,0,8,1,"F",1,112500,81
1184297,7,0,0,6,0,"M",1,112500,82
1184913,7,0,0,6,1,"F",1,87500,83
1185813,7,0,0,2,0,"M",1,87500,84
1185876,7,0,0,1.11764705181122,0,"F",1,137500,85
1186126,7,0,0,5,0,"F",1,62500,86
1187131,7,0,0,1,0,"M",0,42500,87
1187232,7,0,0,6,0,"F",0,62500,88
1187420,7,0,0,7,1,"F",1,87500,89
1187873,7,2,0,5,2,"M",1,112500,90
1187978,7,0,0,4,0,"F",1,62500,91
1188069,7,0,0,5,0,"F",1,162500,92
1188761,7,0,0,6,1,"F",1,162500,93
1188833,7,0,0,7,0,"F",1,62500,94
1189258,7,0,0,5,0,"F",1,225000,95
1189412,7,0,0,2,1,"F",1,20000,96
1189715,7,0,0,2,0,"M",1,162500,97
1189764,7,0,0,2,0,"F",1,137500,98
1190134,7,0,0,7,1,"F",0,20000,99
1190711,7,0,0,7,1,"F",1,162500,100
1191253,7,0,0,6,0,"F",0,62500,101
1191595,7,0,0,5,0,"F",1,62500,102
1191968,7,0,0,1,0,"F",1,112500,103
1192704,7,0,0,6,1,"F",1,62500,104
1192874,7,0,0,5,0,"F",1,62500,105
1193114,7,0,0,6,1,"F",1,162500,106
1193232,7,0,0,1,0,"M",1,112500,107
1193743,7,0,0,7,0,"F",1,20000,108
1193751,7,1,0,3,1,"F",0,42500,109
1193787,7,0,0,6,1,"F",1,62500,110
1194121,7,0,0,6,1,"F",0,42500,111
1194319,7,0,0,7,2,"F",0,62500,112
1194477,7,0,0,9,1,"F",1,112500,113
1195243,7,0,0,8,1,"F",1,62500,114
1195315,7,0,0,5,0,"M",1,112500,115
1195629,7,0,0,6,0,"M",1,62500,116
1196370,7,0,0,7,0,"F",0,137500,117
1196373,7,0,0,4,0,"F",1,87500,118
1196532,7,0,0,8,3,"F",1,112500,119
1196672,7,1,0,5,2,"F",0,62500,120
1196715,7,0,0,6,0,"F",1,62500,121
1196867,7,0,0,7,0,"F",1,62500,122
1197628,7,0,0,2,0,"M",0,137500,123
1198131,7,0,0,3,1,"F",0,42500,124
1198229,7,0,0,7,1,"F",1,62500,125
1198340,7,0,0,2.20731711387634,0,"F",1,112500,126
1198656,7,0,0,1,0,"F",0,42500,127
1198936,7,1,0,6,1,"M",0,162500,128
1199872,7,0,0,7,0,"F",0,87500,129
1202556,7,0,0,7,0,"F",1,62500,130
1204291,7,0,0,2,0,"F",0,20000,131
1204517,7,1,0,8,3,"F",1,62500,132
1204703,7,0,0,5,0,"F",0,87500,133
1205899,7,0,0,4,0,"F",1,162500,134
1207119,7,0,0,4,0,"F",1,62500,135
1208107,7,0,0,1,0,"F",1,112500,136
1208888,7,0,0,1,0,"F",0,20000,137
1209486,7,0,0,6,0,"F",1,62500,138
1209955,7,0,0,2,1,"M",1,225000,139
1210800,7,0,0,7,1,"F",1,250000,140
1211027,7,0,0,5,0,"F",1,112500,141
1211068,7,0,0,8,1,"F",0,250000,142
1211288,7,0,0,7,1,"F",0,7500,143
1211807,7,0,0,1,0,"F",1,42500,144
1212464,7,0,0,6,2,"F",0,42500,145
1213078,7,0,0,6,0,"F",1,250000,146
1213693,7,0,0,7,1,"F",1,162500,147
1216811,7,0,0,5,1,"F",1,162500,148
1217376,7,1,0,8,1,"F",1,137500,149
1217401,7,0,0,7,0,"F",0,62500,150
1221162,7,0,0,4,1,"F",1,62500,151
1222034,7,0,0,7,0,"M",1,87500,152
1222561,7,0,0,3,0,"F",1,62500,153
1224353,7,0,0,6,0,"F",1,87500,154
1224379,7,0,0,5,0,"F",1,162500,155
1225029,7,0,0,4,0,"F",1,62500,156
1225288,7,0,0,4,0,"F",1,112500,157
1225581,7,0,0,4,0,"F",1,30000,158
1226932,7,1,0,5,1,"F",1,87500,159
1226943,7,0,0,7,0,"F",1,162500,160
1227191,7,0,0,6,0,"F",1,112500,161
1227743,7,0,0,9,1,"F",0,62500,162
1228628,7,0,0,2,0,"F",1,62500,163
1228793,7,0,0,7,0,"F",0,87500,164
1229147,7,1,0,6,1,"F",1,87500,165
1229564,7,0,0,6,1,"F",1,62500,166
1229612,7,0,0,6,0,"M",1,187500,167
1229771,7,1,0,11,1,"F",1,87500,168
1229884,7,0,0,5,0,"F",1,112500,169
1230105,7,0,0,7,1,"F",1,137500,170
1230445,7,0,0,3,1,"F",1,62500,171
1230648,7,0,0,7,1,"F",1,87500,172
1230860,7,0,0,3,0,"F",1,62500,173
1231637,7,0,0,3,0,"F",1,112500,174
1233436,7,0,0,6,0,"F",0,162500,175
1233553,7,0,0,7,0,"F",1,112500,176
1234916,7,0,0,7,0,"M",1,62500,177
1237257,7,0,0,6,1,"F",1,62500,178
1237667,7,0,0,6,0,"F",1,87500,179
1238108,7,0,0,4,1,"F",1,42500,180
1238707,7,0,0,3,0,"F",1,62500,181
1238904,7,0,0,5,0,"M",1,87500,182
1239286,7,0,0,2,0,"F",1,250000,183
1239623,7,0,0,6,2,"F",0,42500,184
1239849,7,0,0,6,0,"F",1,112500,185
1239936,7,0,0,1,1,"F",0,7500,186
1240102,7,0,0,2,0,"F",0,62500,187
1241439,7,0,0,2,0,"F",1,112500,188
1241595,7,1,0,4,1,"F",1,62500,189
1241711,7,0,0,7,2,"F",1,87500,190
1242022,7,0,0,3,0,"F",1,62500,191
1242223,7,0,0,5,0,"M",1,137500,192
1242542,7,0,0,1,0,"M",1,137500,193
1243937,7,0,0,8,1,"F",1,87500,194
1244277,7,0,0,3,0,"F",0,112500,195
1245286,7,0,0,3,0,"F",1,62500,196
1246704,7,0,0,6,0,"F",1,87500,197
1247392,7,0,0,5,0,"F",1,87500,198
1248826,7,0,0,7,4,"F",1,87500,199
1249794,7,1,0,4,1,"F",0,137500,200
1250074,7,0,0,6,0,"F",0,87500,201
1250242,7,0,0,5,0,"F",0,250000,202
1250577,7,0,0,6,0,"F",1,62500,203
1250585,7,0,0,6,3,"F",1,187500,204
1250879,7,0,0,5,0,"F",1,137500,205
1250899,7,0,0,4,0,"M",1,112500,206
1251138,7,0,0,7,0,"M",1,137500,207
1251550,7,0,0,6,0,"F",1,62500,208
1251623,7,0,0,2,3,"F",1,7500,209
1251804,7,0,0,5,0,"F",0,137500,210
1251816,7,0,0,6,0,"F",1,137500,211
1252257,7,0,0,7,2,"F",0,87500,212
1252297,7,0,0,5,0,"M",1,62500,213
1252403,7,0,0,6,0,"M",1,62500,214
1252534,7,0,0,6,0,"F",1,187500,215
1252759,7,0,0,6,0,"F",1,137500,216
1252878,7,0,0,7,0,"F",1,137500,217
1254168,7,0,0,6,0,"F",1,62500,218
1254684,7,0,0,8,1,"M",1,112500,219
1258925,7,0,0,6,0,"F",1,42500,220
1259640,7,0,0,6,0,"M",1,87500,221
1259672,7,0,0,6,0,"F",1,62500,222
1259740,7,0,0,6,0,"F",1,30000,223
1262332,7,0,0,6,0,"F",1,87500,224
1262373,7,0,0,6,0,"F",1,250000,225
1262926,7,0,0,5,0,"F",1,62500,226
1263058,7,0,0,4,0,"F",0,137500,227
1263919,7,0,0,4,1,"M",0,30000,228
1264065,7,0,0,6,0,"F",1,187500,229
1264317,7,0,0,6,1,"F",1,187500,230
1264505,7,0,0,4,0,"F",1,87500,231
1264703,7,0,0,6,0,"F",0,30000,232
1265443,7,0,0,6,0,"F",0,20000,233
1265755,7,0,0,6,0,"F",1,112500,234
1265835,7,0,0,4,0,"F",1,112500,235
1265892,7,0,0,4,0,"F",0,187500,236
1266201,7,0,0,2,1,"F",1,187500,237
1268413,7,0,0,5,1,"F",1,62500,238
1269756,7,0,0,6,0,"F",1,62500,239
1269824,7,0,0,3,0,"M",0,30000,240
1273931,7,0,0,8,1,"F",1,20000,241
1275308,7,0,0,5,0,"M",1,87500,242
1275698,7,1,0,3,3,"F",1,87500,243
1275888,7,0,0,2,0,"F",1,137500,244
1276784,7,0,0,3,1,"F",0,20000,245
1277335,7,0,0,4,0,"F",1,42500,246
1279299,7,0,0,3,0,"M",1,87500,247
1279847,7,0,0,5,0,"F",1,42500,248
1280469,7,0,0,5,0,"F",0,7500,249
1281674,7,0,0,6,0,"F",0,137500,250
1285561,7,0,0,7,0,"F",1,250000,251
1286058,7,0,0,7,1,"F",1,250000,252
1286676,7,0,0,6,0,"M",1,225000,253
1287337,7,1,0,6,2,"F",0,62500,254
1288054,7,0,0,8,0,"F",1,42500,255
1288246,7,0,0,2,0,"F",0,62500,256
1288502,7,0,0,6,5,"M",0,137500,257
1288666,7,0,0,7,0,"F",1,62500,258
1288675,7,0,0,3,0,"F",1,20000,259
1288774,7,1,0,6,1,"F",1,187500,260
1288902,7,0,0,7,0,"F",1,87500,261
1289229,7,0,0,1,0,"F",0,112500,262
1290077,7,0,0,4,1,"F",1,87500,263
1290515,7,0,0,3,0,"F",0,87500,264
1290723,7,0,0,7,0,"F",0,30000,265
1291318,7,0,0,1,0,"F",1,42500,266
1291608,7,0,0,6,1,"F",0,30000,267
1292847,7,1,0,14,2,"F",1,42500,268
1293296,7,0,0,7,0,"F",1,30000,269
1293595,7,0,0,6,1,"F",1,62500,270
1293939,7,0,0,8,0,"F",1,250000,271
1294157,7,0,0,6,2,"F",1,62500,272
1294200,7,0,0,6,0,"F",1,62500,273
1294399,7,0,0,4,0,"F",0,30000,274
1294837,7,0,0,8,0,"F",0,62500,275
1297008,7,0,0,4,0,"F",0,7500,276
1297323,7,0,0,4,0,"F",0,7500,277
1297452,7,1,0,7,2,"M",1,87500,278
1297615,7,0,0,4,1,"F",0,20000,279
1297678,7,0,0,3,0,"M",1,62500,280
1298036,7,0,0,6,0,"F",0,7500,281
1298136,7,0,0,6,0,"M",0,30000,282
1298614,7,0,0,7,0,"F",1,62500,283
1300363,7,0,0,3,0,"M",1,42500,284
1300457,7,0,0,1,1,"M",1,42500,285
1301237,7,0,0,2,0,"F",1,20000,286
1301332,7,0,0,7,1,"M",1,42500,287
1301620,7,0,0,4,0,"F",1,87500,288
1302173,7,0,0,6,0,"F",1,225000,289
1302216,7,0,0,3,0,"F",1,62500,290
1302375,7,0,0,6,0,"F",1,87500,291
1303092,7,0,0,6,0,"F",1,62500,292
1303908,7,0,0,6,0,"M",1,87500,293
1304518,7,0,0,6,0,"F",1,87500,294
1304751,7,0,0,6,0,"F",0,30000,295
1306505,7,0,0,6,1,"F",0,62500,296
1307675,7,0,0,9,0,"F",1,62500,297
1307821,7,0,0,6,0,"M",1,42500,298
1310138,7,0,0,5,1,"F",1,62500,299
1310269,7,0,0,7,1,"F",0,112500,300
1311143,7,0,0,4,0,"M",0,62500,301
1311172,7,0,0,4,0,"M",1,137500,302
1311388,7,0,0,7,1,"M",0,20000,303
1312227,7,0,0,5,0,"F",0,62500,304
1313291,7,0,0,1,1,"F",1,162500,305
1313396,7,1,0,11,2,"F",0,30000,306
1313735,7,0,0,6,0,"F",1,20000,307
1313856,7,0,0,9,0,"F",0,20000,308
1314520,7,0,0,6,0,"F",1,62500,309
1314682,7,0,0,2,0,"F",0,20000,310
1314969,7,0,0,5,0,"F",0,87500,311
1315946,7,0,0,5,0,"F",0,62500,312
1317054,7,0,0,7,1,"F",0,7500,313
1317356,7,0,0,4,0,"F",1,62500,314
1318696,7,0,0,7,0,"F",0,62500,315
1318996,7,0,0,6,1,"F",1,62500,316
1319548,7,0,0,4,0,"F",0,20000,317
1319613,7,0,0,10,3,"F",0,137500,318
1319738,7,0,0,4,0,"F",1,137500,319
1320734,7,0,0,7,1,"F",1,20000,320
1320750,7,0,0,6,1,"F",0,7500,321
1322205,7,0,0,8,0,"F",1,62500,322
1322235,7,0,0,6,1,"F",0,62500,323
1322521,7,0,0,5,0,"M",1,42500,324
1322942,7,0,0,6,0,"F",1,87500,325
1323304,7,1,0,8,5,"F",1,162500,326
1323359,7,0,0,9,2,"M",0,187500,327
1323491,7,0,0,5,0,"F",1,250000,328
1323698,7,0,0,4,0,"M",0,250000,329
1323962,7,0,0,5,0,"M",1,62500,330
1324251,7,0,0,5,0,"F",0,20000,331
1324843,7,0,0,6,0,"F",1,87500,332
1325556,7,0,0,2,0,"F",0,20000,333
1327146,7,0,0,6,0,"F",1,162500,334
1328158,7,0,0,4,1,"F",1,62500,335
1328623,7,1,0,7,1,"M",1,30000,336
1328832,7,0,0,4,0,"F",1,187500,337
1329574,7,0,0,6,1,"F",0,42500,338
1330046,7,0,0,5,1,"F",1,112500,339
1330272,7,0,0,6,0,"F",1,137500,340
1330497,7,0,0,5,0,"F",1,162500,341
1331244,7,0,0,8,0,"F",0,30000,342
1331261,7,0,0,5,0,"F",0,7500,343
1331950,7,0,0,6,0,"F",1,62500,344
1333858,7,0,0,6,0,"F",1,112500,345
1335680,7,0,0,3,0,"F",1,62500,346
1335920,7,0,0,8,0,"F",1,42500,347
1335980,7,0,0,5,0,"F",0,20000,348
1336426,7,0,0,5,0,"F",0,20000,349
1336946,7,0,0,5,1,"M",1,20000,350
1338200,7,0,0,4,1,"F",1,162500,351
1338378,7,0,0,10,0,"F",1,225000,352
1339574,7,0,0,5,0,"F",1,42500,353
1339822,7,0,0,6,0,"F",1,112500,354
1340176,7,1,0,6,1,"M",1,42500,355
1340267,7,0,0,6,0,"F",0,42500,356
1341891,7,0,0,5,0,"F",0,62500,357
1342799,7,1,0,5,2,"F",0,62500,358
1343216,7,0,0,3,0,"F",0,187500,359
1344265,7,0,0,3,0,"F",0,87500,360
1344499,7,0,0,6,1,"F",1,87500,361
1344614,7,0,0,8,5,"M",1,225000,362
1345984,7,1,0,9,2,"F",1,112500,363
1346234,7,0,0,3,0,"F",0,162500,364
1347945,7,0,0,7,0,"F",0,112500,365
1348467,7,0,0,8,0,"F",0,87500,366
1348663,7,3,0,8,4,"F",1,62500,367
1348726,7,0,0,5,0,"F",1,62500,368
1349285,7,0,0,7,1,"F",0,42500,369
1349428,7,0,0,6,0,"F",1,87500,370
1349951,7,0,0,4,0,"F",1,20000,371
1350291,7,0,0,6,0,"M",1,87500,372
1350434,7,0,0,5,1,"F",1,162500,373
1351173,7,0,0,3,0,"F",0,87500,374
1351468,7,0,0,6,0,"F",1,7500,375
1351509,7,0,0,1,0,"F",1,62500,376
1351586,7,0,0,6,0,"F",1,162500,377
1351796,7,0,0,6,2,"F",1,7500,378
1352046,7,0,0,3,0,"F",1,87500,379
1352301,7,0,0,3,1,"F",1,42500,380
1352756,7,0,0,6,0,"F",1,62500,381
1352986,7,0,0,7,0,"F",1,42500,382
1353809,7,1,0,9,2,"F",1,112500,383
1353961,7,1,0,7,1,"F",0,20000,384
1354452,7,1,0,7,1,"F",1,62500,385
1354598,7,0,0,5,0,"F",0,42500,386
1354602,7,0,0,7,0,"M",1,62500,387
1354673,7,0,0,7,1,"F",0,7500,388
1355604,7,0,0,3,0,"M",1,7500,389
1356206,7,0,0,6,0,"F",1,62500,390
1358021,7,0,0,6,0,"F",1,112500,391
1358933,7,0,0,7,0,"F",0,112500,392
1361465,7,0,0,5,0,"F",0,137500,393
1362107,7,0,0,1,0,"M",1,162500,394
1363023,7,1,0,5,1,"F",1,30000,395
1363370,7,0,0,4,0,"M",1,62500,396
1364059,7,0,0,9,3,"M",1,112500,397
1366217,7,0,0,3,0,"M",0,112500,398
1366244,7,0,0,6,1,"F",0,112500,399
1367411,7,1,0,5,1,"F",1,20000,400
1367420,7,0,0,13,0,"F",1,162500,401
1368140,7,0,0,8,0,"F",1,62500,402
1368385,7,0,0,5,0,"M",1,162500,403
1369918,7,0,0,5,0,"F",1,87500,404
1372221,7,0,0,1,0,"F",1,7500,405
1372333,7,0,0,4,0,"F",1,62500,406
1374105,7,0,0,4,0,"F",0,7500,407
1374132,7,0,0,5,0,"M",1,62500,408
1374680,7,0,0,4,0,"F",1,62500,409
1375113,7,0,0,3,0,"F",1,87500,410
1376245,7,0,0,2,0,"F",0,62500,411
1377492,7,1,0,6,1,"F",1,137500,412
1377719,7,0,0,2,0,"F",1,137500,413
1378071,7,0,0,8,1,"F",0,62500,414
1378409,7,0,0,7,1,"F",1,62500,415
1380721,7,0,0,2,1,"F",1,42500,416
1381136,7,0,0,4,0,"F",1,62500,417
1381384,7,0,0,6,0,"F",1,162500,418
1381552,7,0,0,5,0,"M",1,87500,419
1381639,7,0,0,7,0,"F",1,225000,420
1381711,7,0,0,6,0,"F",1,87500,421
1382137,7,0,0,5,0,"F",1,112500,422
1382624,7,0,0,6,1,"F",1,62500,423
1382975,7,0,0,8,0,"F",1,112500,424
1384230,7,0,0,6,0,"F",1,137500,425
1384341,7,0,0,6,0,"F",0,137500,426
1385468,7,0,0,3,1,"F",1,250000,427
1385831,7,0,0,6,1,"F",1,42500,428
1386066,7,0,0,4,0,"F",1,112500,429
1386120,7,0,0,6,0,"F",1,42500,430
1387428,7,0,0,7,0,"F",0,62500,431
1387588,7,0,0,7,1,"F",1,42500,432
1388210,7,0,0,4,1,"M",1,62500,433
1388355,7,0,0,2,0,"F",1,62500,434
1388513,7,0,0,5,0,"F",1,162500,435
1388833,7,0,0,6,0,"F",0,42500,436
1389030,7,0,0,6,0,"F",1,62500,437
1389384,7,1,0,6,1,"F",0,42500,438
1389406,7,1,0,6,1,"F",1,87500,439
1389477,7,0,0,7,0,"F",1,62500,440
1390351,7,0,0,7,2,"M",1,162500,441
1392387,7,0,0,6,0,"F",0,87500,442
1393255,7,0,0,5,0,"F",1,87500,443
1393466,7,0,0,3,0,"M",1,87500,444
1393929,7,0,0,7,0,"F",1,225000,445
1394027,7,0,0,3,0,"F",1,162500,446
1395064,7,2,0,6,3,"F",1,162500,447
1395309,7,0,0,6,0,"F",0,42500,448
1395394,7,1,0,7,4,"F",0,7500,449
1396474,7,0,0,1,0,"F",1,62500,450
1396597,7,0,0,3,1,"F",1,87500,451
1396618,7,0,0,7,0,"F",1,87500,452
1396830,7,0,0,6,0,"F",1,87500,453
1397814,7,0,0,5,0,"M",1,137500,454
1398493,7,0,0,2,0,"F",1,87500,455
1398606,7,0,0,3,0,"M",1,20000,456
1399233,7,2,0,5,2,"F",0,42500,457
1399269,7,0,0,6,0,"F",1,62500,458
1399329,7,0,0,7,2,"F",1,112500,459
1401246,7,0,0,3,0,"F",1,42500,460
1401458,7,0,0,4,0,"F",1,62500,461
1403021,7,0,0,5,1,"F",1,112500,462
1403631,7,0,0,6,0,"F",1,62500,463
1403972,7,0,0,7,1,"F",1,162500,464
1404355,7,0,0,6,0,"F",1,87500,465
1404418,7,0,0,5,0,"F",1,42500,466
1404842,7,0,0,2,1,"M",1,112500,467
1405544,7,0,0,7,3,"F",0,20000,468
1406907,7,0,0,6,0,"F",1,87500,469
1408575,7,0,0,4,0,"M",0,30000,470
1410385,7,0,0,7,0,"F",1,162500,471
1411418,7,0,0,2,0,"M",1,87500,472
1412397,7,0,0,5,1,"M",1,42500,473
1412511,7,0,0,1,0,"F",1,42500,474
1412646,7,0,0,8,0,"F",1,162500,475
1413182,7,0,0,6,0,"F",1,112500,476
1413837,7,1,0,5,2,"F",1,225000,477
1413925,7,0,0,6,0,"F",0,62500,478
1414361,7,0,0,1,0,"F",1,112500,479
1414857,7,0,0,6,0,"M",1,162500,480
